,positivo
29750,"La ubicación es excelente, muy cerca de las estaciones de tren, metro y autobús. cerca de muchos restaurantes. la zona está bastante limpia y muy concurrida. El desayuno básico tiene todo lo necesario, tanto dulce como salado, lo cual fue satisfactorio para nosotros. En cuanto a la habitación, solicitamos una habitación familiar para 4 personas: excelente de tamaño tanto para la cama de matrimonio como para la litera. la terraza exterior es excelente."
29751,"el desayuno era razonable, la ubicación muy buena"
29752,Ubicación absolutamente central en una calle lateral tranquila. Se puede llegar a pie a todo el casco antiguo. Muy buenas conexiones de autobús y metro a la playa y al aeropuerto. Sorprendentemente buen desayuno buffet. Grandes restaurantes en las inmediaciones. Habitación de hotel muy limpia y todo funciona.
29753,"estructura super central, personal muy amable, colección variada"
29754,Actualización debido a una queja sobre una habitación ruidosa. El aislamiento acústico de la habitación de los vecinos era deficiente.
29755,la ubicación del hotel. está a 5 minutos de la estación del norte y de la plaza del ayuntamiento con buen desayuno en general
29756,ubicación absolutamente genial. calle lateral tranquila en el centro. empleados muy amables y serviciales.
29757,"Bonita habitación lo suficientemente grande, ubicación perfecta, personal muy agradable."
29758,"la atención al cliente, la disponibilidad del personal y la ubicación cerca del centro"
29759,Ubicación central y cortesía del personal.
29760,"El desayuno estaba bien, el lugar del desayuno era demasiado pequeño. por familias con niños, muy concurridas y ruidosas. No hay suficiente espacio para todos los invitados."
29761,"Sin duda la ubicación de este hotel es su gran punto fuerte. en el centro histórico, muy cerca de comercios, restaurantes de todo tipo, incluido el maravilloso mercado central, pero en una zona tranquila y a un paso de paradas de todo tipo de transporte público, perfecto para llegar fácilmente a cualquier destino, dentro y fuera de la ciudad. También apreciamos mucho la amabilidad, amabilidad y gran disponibilidad de todo el personal de recepción que nos brindó todo tipo de información e información útil para que nuestra estadía fuera placentera."
29762,"En pleno centro, muy bien situado en una calle tranquila. Desayuno variado y abundante. personal muy atento."
29763,"Ubicación céntrica, cerca del metro y en el centro."
29764,personal e higiene
29765,"el hotel está situado a 5 minutos a pie de la estación de tren, en una calle tranquila. el personal muy amable. el desayuno buffet variado y correcto. la iluminación de la habitación y del baño muy buena. contratamos una habitación pequeña y ciertamente era pequeña pero no faltaba nada. pequeña pero confortable."
29766,el desayuno era básico pero bueno
29767,"Se encuentra cerca de la estación de metro Xàtiva, a la que se puede llegar desde el aeropuerto en 20 minutos en metro. También ubicado en el centro para explorar la ciudad."
29768,"el hotel está a 5 minutos del metro y de la estación de tren, en el centro de la ciudad, personal joven y amable cara feliz con ojos sonrientes"
29769,"muy cerca del centro histórico, pero aún así tranquilo y pacífico, lo que le permite moverse por Valentia a pie"
29770,la ubicación
29771,"la ubicación geográfica. en el corazón de la ciudad. estación de autobuses, metro y tren a escasos metros."
29772,personal encantador desayuno bueno y completo hotel muy bien situado
29773,Personal muy amable y excelente ubicación en el centro del casco antiguo. Nuestro aire acondicionado no funcionaba y fueron muy serviciales y nos pasaron de categoría.
29774,"Excelente ubicación en el corazón de Valencia. Personal muy comprometido, servicial y amable."
29775,"Personal amable, dormí muy bien gracias a las cómodas camas. Excelente punto de partida, cerca de la estación de tren y de metro. El desayuno está bien para un hotel de 2 estrellas."
29776,el servicio. el personal es muy amable y servicial. la ubicación también es fantástica. y fue genial poder alquilar bicicletas por 24 horas.
29777,"Ubicación perfecta para visitar el centro, muy cerca del metro. silencioso. el personal muy amable y acogedor. buen desayuno incluido en nuestro caso"
29778,"la proximidad al centro, habitaciones limpias."
29779,La sala temática y la ubicación.
29780,"Ubicación verdaderamente excelente: el acceso al hotel se realiza exclusivamente por una zona peatonal, lo que hace que la estructura sea silenciosa. está situado a tiro de piedra del centro histórico, de los autobuses, del metro y de la estación de tren: realmente conveniente. Numerosas opciones gastronómicas para todos los gustos en las cercanías."
29781,servicio amable y proximidad al centro
29782,Ubicación muy central. personal amable. Muy recomendable.
29783,"El hotel está idealmente situado para visitar Valencia, cerca de la estación del Norte donde también hay una estación de metro. personal de recepción amable. desayuno buffet bien. ¡sándwiches sabrosos!"
29784,lage
29785,la ubicación era genial. cerca de la gran plaza del centro y cerca de tren y metro! ¡La habitación con un pequeño balcón es agradable!
29786,la ubicación.
29787,balcón
29788,"Excelente ubicación, justo en el centro. Hotel tranquilo y camas cómodas. personal amable"
29789,"hermosa ubicación, personal super amable"
29790,"la ubicación es excelente y tranquila, el recepcionista muy amable es un muy buen hotel de 2 estrellas."
29791,"La ubicación es excelente, la relación calidad-precio es buena, la insonorización es muy buena y las camas son cómodas."
29792,muy buena ubicación. Céntrico con muchos restaurantes cerca. buenas comunicaciones.. A 3 minutos del metro al aeropuerto. personal amable y orientado al servicio. buen desayuno.
29793,"muy céntrico, pero también muy ruidoso!"
29794,"Excelente ubicación, a escasos metros del ayuntamiento de Valencia. excelente ducha y camas. asistentes atentos."
29795,buen desayuno. excelente ubicación. habitación limpia y camas cómodas.
29796,"Hotel muy céntrico, cerca de todo. Personal extremadamente amable y servicial. ¡Incluso me dejaron encontrar una tarjeta de felicitación y algunos dulces en mi habitación para mi cumpleaños, lo cual sucedió durante mi estadía! Todo tiene una temática cinematográfica, por lo que el ambiente es alegre y colorido. la habitación estaba limpia, bien mantenida, el baño un poco pequeño pero lleno de accesorios para los huéspedes. Buen desayuno, con opciones sin gluten también. realmente excelente"
29797,".                  3 5 , , .                    ."
29798,la posición
29799,buen desayuno. excelente ubicación
29800,"La ubicación es estupenda, céntrica pero hacia una calle secundaria tranquila y en la calle hay restaurantes al aire libre y una buena panadería. El hotel en sí es sencillo, con una sensación de albergue. bonito y limpio, buen desayuno."
29801,la amabilidad y disponibilidad del personal de recepción
29802,"Limpio, bonito hotel, muy céntrico, excelente ubicación y muy buen desayuno."
29803,"Excelente ubicación, en el centro, tanto a pie como en transporte público. Personal muy amable, habitaciones limpias y bien amuebladas en estilo cine. Agregamos un desayuno de última hora, precio muy competitivo."
29804,"Cerca del centro, personal amable, buen desayuno."
29805,excelente ubicación excelente recepción
29806,"excelente ubicación. La ciudad Vella está a la vuelta de la esquina y estás completamente inmerso en el centro histórico. Hermosos edificios, iglesias, plazas y clubes, ¡es un centro muy animado!"
29807,"Ubicación muy conveniente, excelente desayuno y buena relación calidad-precio. Los chicos de recepción fueron muy amables y serviciales."
29808,"Ubicación perfecta, habitación limpia y ordenada y barrio acogedor en el que se encuentra el hotel."
29809,", : , , , , .                            , , , , .                    .                       , .                                         5-7 , 17 , , , , , , ,"
29810,Ubicación privilegiada: por el casco antiguo y la accesibilidad del metro al aeropuerto. Amabilidad del personal de recepción.
29811,"la ubicación muy central, la disponibilidad del personal"
29812,ubicación
29813,ubicación perfecta. desayuno muy bueno. La habitación estaba limpia y se podía indicar si se estaba realizando o no la limpieza. Lamentablemente no comprobaron si necesitabas toallas y papel higiénico. eso lo pedimos nosotros mismos. La recepción 24 horas fue muy agradable. buena ayuda y amigable.
29814,"la ubicación central a 5 minutos de la piazza dell ayuantamento, excelente para visitar todas las zonas de interés turístico a pie pero también cerca de las paradas de metro, autobús y estación norte. El personal es amable y está disponible para darte consejos. ¡También hay una chica italiana muy amable!"
29815,"el hotel es muy sencillo con dos ventanas......muy luminoso a pesar de su tamaño, excelente ubicación y relación calidad-precio."
29816,"Ubicación muy central, ambiente limpio y personal amable. Desayuno con elección de dulces y salados."
29817,la bienvenida
29818,"Excelente ubicación, en pleno centro con todos los transportes a poca distancia. Buen desayuno, tanto dulce como salado. El café fue decepcionante para nosotros los italianos. Habitación discreta, aunque la insonorización deja mucho que desear."
29819,emplazamiento
29820,"En la ciudad es muy fácil moverse, solo asegúrate de estacionar tu auto en algún lugar de un estacionamiento, tienen una oferta a mitad de precio, cuenta con 20 por día."
29821,posición
29822,Desayuno muy variado con excelentes productos dulces y salados. personal atento y amable.
