,comentario_general
41078,excepcional
41079,excepcional
41080,excepcional
41081,excepcional
41083,excepcional
41084,excepcional
41085,excepcional
41086,excepcional
41087,excepcional
41088,excepcional
41090,mal
41091,excepcional
41092,"La estancia fue estupenda, el personal fue muy amable y el espacio agradable."
41093,excepcional
41094,excepcional
41095,excepcional
41096,excepcional
41097,excepcional
41098,excepcional
41099,excepcional
41100,excepcional
41101,excepcional
41103,excepcional
41104,excepcional
41105,excepcional
41106,excepcional
41107,aceptable
41108,excepcional
41109,excepcional
41110,excepcional
41111,excepcional
41112,excepcional
41114,excepcional
41115,excepcional
41116,excepcional
41117,excepcional
41118,excepcional
41119,excepcional
41120,excepcional
41121,excepcional
41122,excepcional
41123,excepcional
41124,excepcional
41125,excepcional
41126,excepcional
41127,excepcional
41129,excepcional
41130,"¡Todo estuvo bien, el personal fue excelente, la ubicación era perfecta! Volvería."
41131,excepcional
41132,excepcional
41133,excepcional
41134,excepcional
41135,aceptable
41136,excepcional
41137,aceptable
41138,excepcional
41139,excepcional
41140,excepcional
41141,excepcional
41142,excepcional
41143,excepcional
41144,excepcional
41145,excepcional
41147,excepcional
41148,excepcional
41149,excepcional
41150,excepcional
41151,excepcional
41152,excepcional
41153,excepcional
41154,excepcional
41155,excepcional
41156,excepcional
41157,excepcional
41158,excepcional
41160,excepcional
41161,excepcional
41162,excepcional
41163,excepcional
41164,excepcional
41165,excepcional
41166,excepcional
41167,aceptable
41168,excepcional
41170,excepcional
41171,excepcional
41172,excepcional
41173,aceptable
41175,aceptable
41176,excepcional
41177,excepcional
41178,excepcional
41179,excepcional
41180,excepcional
41181,excepcional
41182,aceptable
41185,excepcional
41187,aceptable
41188,pésimo
41189,excepcional
41190,excepcional
41191,pésimo
41192,excepcional
41193,excepcional
41194,excepcional
41195,excepcional
41196,excepcional
41197,excepcional
41198,excepcional
41200,excepcional
41201,excepcional
41202,excepcional
41203,excepcional
41204,excepcional
41205,excepcional
41206,excepcional
41207,excepcional
41208,aceptable
41209,excepcional
41210,aceptable
41211,excepcional
41212,excepcional
41213,excepcional
41214,excepcional
41215,excepcional
41216,excepcional
41217,excepcional
41218,excepcional
41219,excepcional
41220,excepcional
41221,excepcional
41222,excepcional
41223,excepcional
41224,aceptable
41225,excepcional
41226,excepcional
41227,excepcional
41228,excepcional
41229,excepcional
41230,excepcional
41231,excepcional
41232,excepcional
41233,excepcional
41234,excepcional
41235,excepcional
41236,excepcional
41237,excepcional
41238,excepcional
41240,excepcional
41241,excepcional
41242,excepcional
41243,excepcional
41244,excepcional
41245,excepcional
41246,excepcional
41247,excepcional
41248,excepcional
41249,excepcional
41250,excepcional
41251,excepcional
41252,excepcional
41253,excepcional
41254,excepcional
41255,excepcional
41256,excepcional
41257,excepcional
41258,excepcional
41259,excepcional
41260,excepcional
41261,excepcional
41262,excepcional
41263,excepcional
41264,excepcional
41265,excepcional
41266,excepcional
41268,excepcional
41269,excepcional
41270,excepcional
41271,excepcional
41272,excepcional
41277,excepcional
41278,excepcional
41279,excepcional
41281,excepcional
41283,excepcional
41284,excepcional
41286,excepcional
41287,excepcional
41288,excepcional
41289,excepcional
41290,excepcional
41291,excepcional
41292,excepcional
41293,excepcional
41294,excepcional
41295,pésimo
41297,excepcional
41299,pésimo
41300,excepcional
41301,excepcional
41302,excepcional
41303,excepcional
41304,pésimo
41305,excepcional
41306,excepcional
41307,excepcional
41308,excepcional
41309,excepcional
41310,excepcional
41311,excepcional
41312,excepcional
41313,excepcional
41314,excepcional
41315,excepcional
41316,excepcional
41317,excepcional
41318,excepcional
41319,excepcional
41320,excepcional
41321,excepcional
41322,excepcional
41323,excepcional
41324,excepcional
41325,excepcional
41326,excepcional
41327,excepcional
41328,aceptable
41329,excepcional
41330,excepcional
41331,excepcional
41332,excepcional
41333,excepcional
41335,excepcional
41336,excepcional
41337,excepcional
41338,excepcional
41339,aceptable
41340,excepcional
41341,excepcional
41342,excepcional
41343,excepcional
41344,excepcional
41347,excepcional
41348,pésimo
41349,excepcional
41350,excepcional
41351,excepcional
41352,excepcional
41353,excepcional
41354,excepcional
41357,excepcional
41358,excepcional
41359,aceptable
41360,excepcional
41365,excepcional
41366,excepcional
41367,excepcional
41369,excepcional
41371,excepcional
41372,aceptable
41373,excepcional
41374,excepcional
41376,aceptable
41377,aceptable
41378,aceptable
41380,excepcional
41381,excepcional
41382,pésimo
41383,excepcional
41384,aceptable
41385,excepcional
41389,excepcional
41391,positivamente sorprendido!
41392,excepcional
41393,excepcional
41395,excepcional
41396,excepcional
41397,excepcional
41398,excepcional
41400,agradable
41401,excepcional
41402,excepcional
41403,excepcional
41406,excepcional
41408,excepcional
41409,excepcional
41410,excepcional
41413,excepcional
41414,excepcional
41417,excepcional
41418,excepcional
41419,excepcional
41420,mal
41422,excepcional
41423,excepcional
41424,excepcional
41425,excepcional
41426,excepcional
41427,excepcional
41428,excepcional
41429,excepcional
41430,excepcional
41431,excepcional
41432,excepcional
41433,excepcional
41435,mal
41436,excepcional
41437,excepcional
41438,excepcional
41440,excepcional
41441,excepcional
41442,aceptable
41443,excepcional
41445,excepcional
41446,excepcional
41447,excepcional
41448,excepcional
41449,mal
41450,excepcional
41452,excepcional
41453,excepcional
41454,excepcional
41455,excepcional
41456,excepcional
41457,excepcional
41458,excepcional
41460,excepcional
41461,excepcional
41462,excepcional
41463,excepcional
41464,excepcional
41465,excepcional
41466,excepcional
41467,excepcional
41468,excepcional
41469,excepcional
41473,excepcional
41474,excepcional
41475,excepcional
41477,excepcional
41479,BIEN
41482,BIEN
41483,BIEN
41485,excepcional
41487,excepcional
41488,¡muy bien! con agua helada y café gratis. todo muy bien pensado y planificado pensando en los viajeros. ¡Me encantó! cara sonriente
41492,bueno
41496,perfecta estancia futbolística
41497,"si voy a valencia,me hospedaré alli"
41500,cercano
41501,BIEN
41519,cumple mis expectativas . para repetir
41528,BIEN
41538,perfecta
41553,para repetir
41554,perfecto
41555,perfecto
41557,BIEN
41563,"céntrico, estupendo"
41576,bueno
41578,fin de semana
41591,BIEN
41596,OK
41597,repetire
41610,estancia expressssss
41612,feliz
41617,BIEN.
41636,BIEN
41637,buen hotel en valencia
41641,BIEN
41646,BIEN
41648,almohadas duras
41649,BIEN
41650,BIEN
41652,BIEN
41659,BIEN
41660,BIEN
41661,BIEN
41668,no está mal.
41669,BIEN
41672,BIEN
41677,BIEN
41681,BIEN
41682,BIEN
41684,recepcionista apagada
41686,BIEN
41693,BIEN
41696,hotel acogedor.
41700,BIEN
41702,BIEN
41704,BIEN
41709,BIEN
41713,buen hotel
41718,BIEN
41720,BIEN
41727,BIEN
41731,buen hotel para visitar valencia
41736,BIEN
41737,buen lugar para alojarse
41738,BIEN
41741,práctico
41747,BIEN
41751,BIEN
41755,Frío
41756,comodidad
41759,no lo dudes ves
41763,BIEN
41770,normal
41772,BIEN
41784,todo ok
41785,comer
41788,BIEN
41789,BIEN
41791,excelente
41792,no hay nevera
41793,BIEN
41797,BIEN
41801,excelente hotel
41802,genial
41813,BIEN
41815,BIEN
41818,BIEN
41820,para repetir
41821,hotel con     casi parece un
41824,fiestas navidad
41825,BIEN
41826,regular no
41827,BIEN
41829,adecuado.
41833,BIEN
41834,BIEN
41835,normal
41836,BIEN
41841,BIEN
41842,bueno
41849,BIEN
41850,BIEN
41854,BIEN
41855,BIEN
41859,BIEN
41861,mar hola mar
41863,BIEN
41871,BIEN
41884,BIEN
41885,BIEN
41886,BIEN
41887,BIEN
41888,BIEN
41901,BIEN
41904,BIEN
41907,BIEN
41911,BIEN
41913,BIEN
41915,BIEN
41916,BIEN
41919,BIEN
41920,BIEN
41921,BIEN
41929,BIEN
41937,BIEN
41938,BIEN
41940,BIEN
41942,BIEN
41944,BIEN
41945,BIEN
41951,BIEN
41952,BIEN
41953,BIEN
41954,BIEN
41955,BIEN
41956,BIEN
41957,BIEN
41958,BIEN
41962,excepcional
41966,excepcional
41968,excepcional
41969,fenomenal
41970,excepcional
41971,excepcional
41972,inmejorable
41973,excepcional
41974,excepcional
41975,excepcional
41976,excelente
41978,genial
41980,comodidad
41981,excepcional
41982,excepcional
41983,excepcional
41984,excepcional
41985,excelente
41989,excepcional
41990,excepcional
41991,excepcional
41992,excepcional
41993,perfecto
41995,excepcional
41997,genial
41998,excepcional
42000,excepcional
42001,excepcional
42002,bello
42003,excepcional
42004,excepcional
42006,excepcional
42007,excepcional
42010,sorprendida!
42011,fenomenal
42013,excepcional
42015,excepcional
42017,excelentisimo
42018,me gusto mucho
42021,excelente estancia
42022,excelente
42024,excepcional
42025,excepcional
42027,comodidad
42030,excepcional
42032,excepcional
42033,"genial, volveré"
42034,excepcional
42035,excepcional
42037,excepcional
42039,muy agradable
42040,volveremos!
42041,excepcional
42042,genial
42044,excepcional
42045,pata volver
42046,excepcional
42047,provechoso
42049,excepcional
42051,excepcional
42053,aceptable
42054,excepcional
42055,excepcional
42057,excepcional
42058,10 10
42059,excepcional
42060,excepcional
42061,excepcional
42063,excepcional
42064,la fabrica
42065,excepcional
42066,excelente
42068,excepcional
42069,¡excelente!
42070,excepcional
42071,excepcional
42072,excepcional
42074,excepcional
42076,excepcional
42077,excelente
42080,paseo
42083,excelente
42084,volveré
42085,excepcional
42086,excepcional
42087,excepcional
42088,perfecta estancia
42090,aceptable
42093,excepcional
42095,excepcional
42096,excepcional
42098,viaje de trabajo
42099,recomendado
42100,excepcional
42101,"excelente,"
42105,excepcional
42106,excepcional
42108,fantástico
42109,excepcional
42110,excelente.
42111,increíble
42113,hotel de 10.
42117,excepcional
42118,perfecta
42119,excepcional
42120,excepcional
42121,excepcional
42124,excepcional
42127,excepcional
42129,excepcional
42130,increíble
42131,excepcional
42132,cumplió mis expectativas
42134,excepcional
42136,perfecto
42139,volveré sin dudas
42140,excepcional
42142,excepcional
42145,excepcional
42146,una pena que la
42148,excepcional
42151,excepcional
42153,aceptable
42155,regular
42158,hotel a mejorar
42160,excepcional
42163,excepcional
42170,bien en general
42171,excepcional
42174,bueno
42176,increíble
42177,excepcional
42178,volvería
42180,excepcional
42181,excepcional
42185,excepcional
42186,excepcional
42188,excepcional
42191,feliz inicio de 2024
42194,excepcional
42195,para repetir
42197,excepcional
42198,excepcional
42199,aceptable
42200,transitable
42207,mal
42208,excepcional
42209,mal
42210,aceptable
42216,no volvería
42219,aceptable
42221,evitar
42228,excepcional
42229,mejorable
42230,transitable
42233,no me gustó.
42236,cómodo
42240,no volvería
42243,aceptable
42246,perfecto
42248,aceptable
42249,aceptable
42252,aceptable
42254,aceptable
42259,aceptable
42260,excepcional
42261,aceptable
42262,mal
42268,aceptable
42270,aceptable
42275,pesima
42277,pésimo
42278,pésimo
42280,pésimo
42283,demasiado caro
42287,aceptable
42289,aceptable
42290,molesta
42292,pésimo
42293,hotel mejorable
42297,brevedad
42299,no volveré nunca más!
42301,aceptable
42302,pésimo
42304,no volveria
42306,muy malo
42307,vergonzoso
42313,pésimo
42314,mal descanso
42315,aceptable
42317,no pienso volver a este hotel.
42318,aceptable
42320,mal
42321,mal
42323,no recomendable
42324,para no repetir
42326,pésimo
42327,normal
42329,pésimo
42330,BIEN
42332,complacido.
42335,pequeño hotel acogedor. buen descanso y gran buffet. excelente relación calidad-precio.
42336,Buena relación calidad-precio para una habitación espaciosa en una buena ubicación.
42337,Me quedaría de nuevo.
42338,"gran valor, buena ubicación"
42339,"Disfruté mi estadía, que terminé extendiendo. En general, fue increíble y definitivamente lo visitaré nuevamente."
42340,hotel moderno super limpio y fresco
42342,Corta estancia agradable en el hotel y en Valencia.
42344,encantadora estancia relajante con amigos
42345,Fue una estancia corta pero cómoda.
42347,personal amable y servicial. buen desayuno.
42348,muy buen valor por su dinero
42349,muy comodo
42350,hotel bonito y limpio
42351,Gran estancia y un excelente lugar conveniente para pasar unas cuantas noches en Valencia con sólo pequeñas deficiencias.
42354,muy agradable
42355,BIEN
42357,gran lugar para alojarse en valencia
42358,feliz.
42359,hotel renassa valencia
42360,lugar a un precio justo para quedarse
42362,absolutamente bien por el precio
42364,great stay at a sweet hotel cara sonriendo con ojos grandes
42366,muy buena oferta para unas pocas noches de estancia
42372,BIEN
42375,excelente
42376,fantástico hotel en una excelente ubicación
42377,valor por dinero
42378,Habitación cómoda y básica con buena relación calidad-precio.
42379,muy bien.
42381,Estancia súper limpia y cómoda. Me encantó.
42382,"grazias valencia, si vuelvo a visitar seguro reservaré en el mismo hotel"
42383,bonito hotel cerca del estadio de mestalla
42384,Me alojaría allí de nuevo.
42386,BIEN
42388,BIEN
42389,"estancia agradable, cosas útiles, buena relación calidad-precio"
42391,perfecto
42392,"Está bien, me alojaría de nuevo pero no desayunaría."
42393,en general una buena experiencia
42395,Hotel de nivel inferior pero agradable.
42396,Tuvimos una estancia agradable allí.
42397,Buen hotel por su precio.
42398,BIEN
42399,BIEN
42401,una buena opción para un viaje de negocios en la universidad
42403,"Buena ubicación, dificultades para dormir debido al ruido."
42404,ideal para un breve descanso
42405,estancia de una semana en valencia
42407,una buena estancia
42408,asistencia a la graduación
42409,BIEN
42412,BIEN
42413,"Muy buena experiencia, el personal fue maravilloso."
42415,buena opción cerca de la universidad
42417,estancia tranquila fuera del casco antiguo
42420,estancia decente en valencia
42422,Buen hotel para pasar unas cuantas noches.
42423,"buena ubicación, desayuno decepcionante"
42424,BIEN
42427,Me encanta esta ciudad:
42428,el hotel estaba bien.
42429,perfecto para una estancia de unos días en valencia
42430,prácticamente un buen hotel
42431,genial para viajeros solitarios
42432,Como se anuncia.
42435,BIEN
42437,bonito lugar
42439,BIEN
42441,hotel muy cómodo.
42442,solo reserva b b
42444,"Buena ubicación, habitación espaciosa, desayuno con una excelente relación calidad-precio."
42445,"Hotel limpio situado en una zona tranquila de la ciudad, pero un poco caro y lejos del centro de la ciudad."
42446,BIEN
42447,encantador hotel en valencia con personal amable en una excelente ubicación
42448,una buena escapada
42449,BIEN
42450,elección sensata para una estancia corta
42453,Buena ubicación para descubrir la belleza de Valencia. El precio no era tan alto para la calidad del hotel.
42454,Buen lugar para pasar unos días en valencia.
42455,"Muy bien en general, ¡me hubiera gustado dormir más!"
42456,suficientemente bueno
42457,hotel limpio y cómodo sin emociones
42458,Bueno pero no genial.
42460,BIEN
42462,muy agradable y acogedor.
42463,un alojamiento económico con todas las instalaciones necesarias
42464,"Ideal para estancias dentro y fuera de la ciudad, pero no para turistas que pasan la noche."
42465,BIEN
42466,Mi amigo y yo disfrutamos mucho de nuestra estancia en el dulce hotel Renasa. la habitación era espaciosa y limpia. el personal fue realmente fr
42467,excelente
42468,Me quedé dos noches para instalar a mi hija en su alojamiento universitario.
42469,bonito limpio pero ruidoso
42470,instantánea del casco antiguo y el nuevo con una larga playa para relajarse
42471,El casco antiguo es precioso y está a 15 minutos a pie del hotel.
42472,gran estancia
42473,BIEN
42474,"Bonito lugar, no muy lejos de la playa y del centro de la ciudad por un buen precio."
42476,excelente
42477,recomendar.
42478,BIEN
42479,BIEN
42480,BIEN
42482,Disfruté de mi estancia en el hotel y fue mi primer viaje en solitario. Recomendaría este hotel mano con señal de victoria tono de piel claro
42483,"En general, fue una estancia agradable para el propósito previsto."
42485,fin de semana a valencia
42487,Un bonito hotel con fácil acceso al centro.
42490,"personal agradable, hotel conveniente para el maratón"
42492,estancia confortable cerca del estadio de fútbol de valencia
