,negativo
51341,"Primero este en particular está un poco anticuado, necesitaba cambiar de habitación, olía a cigarrillo y estaba en un pasillo muy angosto. La recepción realmente con cualquier problema cambió nuestra habitación, así que eso fue algo bueno. La bañera es un peligro, es alto entrar y salir un poco loco, la puerta del granero del baño estaba muy mal montada y te enfriarás al bañarte. La ubicación está bien, pero es muy ruidosa pero es lo que es. Primera vez en Valencia, me encanta la experiencia, la propiedad estuvo bien."
51344,"No hay una verdadera zona de recepción ni comedor, aunque el desayuno está disponible en el establecimiento.   colchón extremadamente incómodo: poco profundo, duro y con resortes que causaban molestias."
51345,"Desafortunadamente, mi amigo y yo nos sentimos muy incómodos cuando regresamos a nuestra habitación después de un día en la playa y descubrimos que la limpiadora había bebido las latas de agua complementarias y se había comido uno de los croissants que habíamos comprado. Nos negamos a permitir que el servicio de limpieza volviera a entrar a nuestra habitación y nos dejamos muy decepcionados. El personal de recepción nos dio un desayuno complementario por la mañana."
51346,"no hay hervidor de agua, solo 1 lata de agua y 1 galleta para nosotros dos durante los 3 días que estuvimos allí. La cama era tan dura como una tabla, el retrete seguía fluyendo."
51347,nada
51348,las camas eran demasiado blandas
51349,"El lado más negativo de la habitación tenía paredes delgadas, podía escuchar a la gente de al lado como si se estuvieran quedando conmigo, había una señora en la habitación de arriba, supongo, caminando en su habitación con tacones altos y podía escucharla como si estuviera caminando en mi habitación."
51350,múltiples artículos pequeños que necesitan mantenimiento y conservación en la habitación.
51351,"No hay acceso al bar, a las máquinas expendedoras. Máquina de hielo. Pedimos un taxi en recepción para llegar al aeropuerto y nunca llegó."
51352,No hay tetera para hacer té en la habitación.
51354,muy ruidoso cama incómoda muy lejos del centro
51355,"mismo desayuno. No hubo diferencia en las mañanas que estuvimos allí. No hay verduras para comer, no sólo una. sólo jamón, queso, huevos, tocino, yogur, mermelada y cereales y bollería. la habitación no estaba limpia. pelos y polvo en el suelo. No teníamos ningún armario para guardar la ropa. Sólo algunas perchas. El baño no tenía cepillo para limpiar el inodoro. tan incómodo. De todos modos, por el precio que pagué, ¡no lo recomendaría en absoluto!"
51356,"La calefacción por aire acondicionado es un absoluto desastre. Cada vez que abres o cierras la ventana, la calefacción se enciende y sopla aire extremadamente cálido y seco hacia la habitación. La primera noche me desperté con todas mis vías respiratorias secas por completo. No pude dormir en toda la noche. Al día siguiente estaba totalmente enfermo con un fuerte resfriado, que arruinó todas mis vacaciones. ¡una absoluta pesadilla!"
51357,"- Es mejor dormir en el suelo en el aeropuerto de forma gratuita: la habitación estaba sucia después de que se proporcionara a los huéspedes anteriores. Sin siquiera pedir perdón por este error, se proporcionó un reemplazo con otra configuración de cama en lugar de una cama doble en nuestra reserva y una peor vista. luego pedimos hacer la habitación inicial y después de 5 minutos de hablar que es absolutamente imposible, dijeron que solo es posible si volvemos a trasladar nuestras cosas a la recepción; fue un inconveniente para nosotros, así que tomamos el reemplazo para no perder más tiempo por nada; - personal de recepción poco educado ni servicial; - pésima insonorización; - No hay hervidor de agua en la habitación; - gran espacio entre la pared y la puerta del baño; - cortinas imposibles de cerrar bien"
51358,La ducha no funcionó del mejor modo. Las ventanas no están bien aisladas porque sentimos un poco de aire cuando hacía viento. La televisión es muy pequeña y todos los canales estaban en español. No pudimos encontrar la opción para el idioma inglés.
51359,"El personal no es profesional, este hotel no es seguro. Me estaba quedando con mi hijo y mi esposa. Tuvimos un incidente la última noche de nuestra estancia de 5 días. Por la noche, la puerta de nuestra habitación fue rota por algunos tipos con un sonido explosivo. Estábamos durmiendo y de repente nos despertamos. Afortunadamente nadie entró en la habitación, algunos tipos simplemente patearon nuestra puerta con mucha fuerza y ​​desaparecieron. La puerta se rompió después de eso. Cuando fui a recepción para preguntar qué había pasado, la recepcionista me dijo que también recibimos algunas quejas de otras habitaciones. Me dijeron que probablemente son unos tipos alcohólicos que acaban de llegar al hotel. y me dijo que no te preocupes, que hay seguridad en nuestro hotel. Cuando les pedí que revisaran la cámara de seguridad, me dijeron que no podemos revisarla en este momento y me dijeron que mañana podremos revisarla. pero nunca vi seguridad en mi piso por cierto, mi habitación número 512, quinto piso después del incidente. Afortunadamente fue mi última noche en el hotel. A la mañana siguiente, temprano, dejé a mi esposa y a mi hijo en el aeropuerto. ya que me quedaré en valencia por un tiempo. Después de eso, cuando regresé a mi habitación, mi habitación estaba totalmente limpia y la señora de la limpieza recoge mis cosas. Le dije a la señora de la limpieza que no había hecho el check-out. Todavía hay tiempo para realizar el check-out. Les pregunté por qué limpiaste mi habitación y le pregunté mis cosas. Ella me dijo que pensé que te habías ido y me dio mi bastón en una bolsa. por qué limpiaron mi habitación y recogieron a mi personal antes del check-out. es totalmente poco profesional. y tengo una seria duda sobre la seguridad en este hotel. Y la última vez que salí al día siguiente, no me explicaron lo que pasó, solo me dijeron que lo sentíamos."
51360,todo está bien
51361,ningún punto negativo
51362,"Habitaciones ruidosas, camas incómodas y no estaba tan limpia como debería estar la habitación. El check in fue muy lento, solo la ubicación es el punto a destacar, el resto está por debajo del promedio."
51363,Los ascensores no son rápidos y no hay nevera ni hervidor de agua.
51364,"Espacio reducido para una habitación familiar. ruidos terribles. No estoy seguro de si nuestra habitación estaba al lado de generadores o cuarto de lavado o unidades de aire acondicionado, pero ruidos estruendosos horrendos. mal dormir. Creo que 230e por una habitación en un hotel con comodidades mínimas y espacio pequeño es caro."
51365,"La recepcionista nos dijo que el desayuno para menores de 12 años era gratis, pero luego la señora del desayuno dijo lo contrario, tenía que pagar, volví a la recepción y la señora solo dijo: ""Lo siento, es cierto, ¡ni siquiera conoce la información básica correcta!"" Desayuné en otro lugar, de todos modos la selección que ofrecían era bastante pobre. También durante la noche me desperté con el cliente de al lado viendo la televisión muy alto, llamé a recepción y dijeron que lo solucionarían, lo llamaron, bajó el volumen y luego volvió a subirlo, por lo que el problema no se resolvió. Otras personas llegaban tarde por beber y salir tarde por la noche y se podía oír todo, las paredes son como el papel."
51366,todo estuvo bien
51367,"El servicio de limpieza era de 14:00 a 17:00, cuando mi bebé dormía. por lo tanto en 6 días, solo en 1 día hacen la limpieza."
51368,"El tamaño de la habitación y la puerta del baño, bastante incómoda."
51370,"No hay privacidad, podía escuchar a los huéspedes en las habitaciones cercanas y en el pasillo muy ruidosamente y esto afectó mi descanso."
51371,"¡Nada, todo fue increíble!"
51372,"La habitación se anunciaba como una habitación insonorizada y, sin embargo, estaba frente a un sitio de construcción y, por lo tanto, la habitación no estaba nada silenciosa. Hubo una cantidad significativa de ruido debido a las obras de construcción durante toda la mañana y hasta la tarde. Por lo tanto, la estancia no fue tan agradable ni tranquila como esperaba. El vestíbulo estaba a menudo lleno, las instalaciones eran básicas y el personal no hablaba muy bien inglés. La habitación se anunciaba como una habitación familiar, con capacidad para dormir hasta 4 personas, pero no la describiría de esa manera, solo había 1 cama doble."
51375,"las habitaciones no estaban tan bien mantenidas ni se parecían a la imagen; La habitación estaba deteriorada y no se limpió a fondo. también tuvimos un incidente a la 1 am la primera noche que estuvimos; Alguien entró a nuestra habitación mientras dormíamos esperamos que haya sido por error, me desperté y tuvimos que gritar para que esa persona saliera. Fue aterrador y no cómodo, no estoy seguro de cómo sucedió esto. En realidad no pasó nada, solo una experiencia innecesaria."
51376,"Habitación y sábanas sucias, perros ladrando fuerte toda la noche que nadie solucionó, puerta del baño y cabezal de la ducha rotos. limpiador pidiéndonos que nos fuéramos a las 09:30 en lugar de esperar a que hiciéramos el check out."
51377,las habitaciones están bastante cansadas
51380,"Cuando llegamos, el aire acondicionado no funcionaba, pero lo arreglaron a pedido, también otras pequeñas cosas como el espejo estaban rotas."
51381,me gusta todo sobre la propiedad
51382,el desayuno comienza a las 8
51383,¡demasiado caro! Desayuno muy básico.
51385,"Ojalá hubiera un hervidor de agua en la habitación, pero no es gran cosa."
51387,La puerta del baño no se cerraba del todo y se veía parcialmente. El ruido y la luz molestaban a otros en la habitación y el espacio en la puerta era visible desde el pasillo si otro huésped quería abrir esta puerta. sin acceso a agua potable. pésimo. le dijeron que comprara botellas de un solo uso
