,comentario_general
16184,"En general, ¡ha sido una experiencia increíble!"
16187,base perfecta en la impresionante Valencia
16188,estancia muy cómoda
16192,excelente ubicación y personal encantador
16193,ralph de inglaterra
16197,excelente ubicación
16198,¡Estancia inolvidable en el corazón de Valencia!
16199,Buena relación calidad-precio para el centro de Valencia.
16200,Ubicación central perfecta para personas que viajan solas. A sólo unos minutos a pie de la estación de tren.
16202,el personal es gente encantadora
16204,Me alojaría en el hotel una vez que esté en Valencia nuevamente.
16205,"Excelente estadía, definitivamente regresaría debido a su excelente relación calidad-precio y ubicación."
16206,excelente ubicación muy limpio
16207,"Vista increíble desde las habitaciones de las esquinas. Nos hospedamos en el 608, por lo que ni siquiera necesitas salir de tu habitación, solo puedes abrir el viento."
16211,"Hermosas vistas, excelente personal y estancia confortable."
16213,¡Tres camas individuales eran perfectas para un viaje entre hermanos!
16214,Soy un cliente habitual aquí porque tiene una excelente ubicación y el personal también es excelente.
16215,Me encantó y definitivamente regresaría.
16216,Nos encantó el casco antiguo de Valencia.
16217,1 noche
16218,estancia fantástica
16219,días maravillosos.
16220,Un hotel de gran valor en una ubicación perfecta lo recomendaría.
16221,en general bien
16222,excelente propiedad. Buen desayuno teniendo en cuenta las dos estrellas. tal vez más opciones sin gluten
16223,"absolutamente fantástico, todos muy acogedores"
16226,excelente ubicación y personal.
16229,"ubicación, ubicación, ubicación! Este lugar es una pequeña joya, es exactamente lo que dice y ¡muy limpio y cómodo!"
16230,muy recomendable
16232,Recomiendo altamente esta propiedad
16233,gran propiedad ubicada en el corazón de valencia
16235,"excelente ubicación, bonita habitación"
16238,"Excelente ubicación, excelente personal, muy servicial."
16239,"Ubicación perfecta del hotel, personal muy encantador y amable, excelente tejido de la habitación."
16240,buena relación calidad-precio
16241,Excelente lugar central con todo lo necesario para una estancia confortable.
16243,estancia perfecta
16245,"Lo recomendaría, teníamos una habitación en el octavo piso con una gran terraza, la vista era fabulosa"
16246,El hotel es bueno y puedes quedarte aquí.
16247,por favor no experimentes
16248,excelente ubicación!
16250,"Ubicación central, habitación limpia y cómoda."
16251,excelente ubicación para el centro de la ciudad
16252,"Excelente ubicación, buen hotel, el personal fue genial."
16253,"Excelente ubicación, limpio, personal amable y buenas almohadas."
16254,Muy recomendable por su ubicación en la plaza de ayumiento y la vista desde la sala de desayunos.
16255,"céntrico, espacioso, acogedor. una estancia estupenda en el corazón de valencia"
16256,Excelente ubicación con excelente desayuno y personal muy amable y servicial.
16258,"excelente ubicación, valor decente"
16259,una brillante estancia en valencia
16261,perfecto para visitar la ciudad de valencia
16262,Cómodo hotelito muy céntrico.
16263,gran estancia
16264,BIEN
16265,Gran lugar en el centro.
16266,"excelente viaje, hermoso hotel en una excelente ubicación"
16267,"una muy buena ubicación y buen desayuno,"
16268,"Un bonito hotel en el centro, a poca distancia de todos los lugares interesantes. todos los recepcionistas fueron muy serviciales"
16269,Tuvimos una estancia maravillosa y relajante en este hotel.
16270,excelente
16271,muy agradable y cómodo con una excelente ubicación.
16272,"estancia acogedora, cómoda y encantadora"
16273,BIEN
16274,"Acceso cómodo y fácil, nos gusta bastante."
16275,Posición perfecta para solicitudes de comodidad básicas.
16276,una gran estancia
16279,muy agradable
16281,excelente personal y ubicación.
16282,excelente ubicación para una estancia de fin de semana larga
16283,Disfruté de la estancia.
16284,valor por dinero
16286,personal amable y servicial y excelente ubicación para ver los lugares de interés.
16288,"En general, tuvimos una estancia estupenda y estuvimos muy contentos."
16290,Volveremos en septiembre pero en una habitación diferente.
16291,estancia fantástica
16292,¡Excelente lugar para quedarse!
16293,cómoda y excelente ubicación en el centro de la ciudad
16294,Me alojaría aquí de nuevo. Hay muchos sitios a poca distancia.
16295,¡asombroso!
16297,vista increíble y eso es todo
16298,Este es un gran hotel en una excelente ubicación. Altamente recomendado.
16299,muy bien
16301,el lugar perfecto para visitar valencia
16302,Me alojé aquí una semana y disfruté cada minuto.
16304,Tuvimos un descanso maravilloso para ver las luces navideñas y nos encantó.
16305,estuvo bien
16306,"Increíble ubicación en el centro de la ciudad, excelente relación calidad-precio."
16307,"Ubicación perfecta por el precio y personal muy servicial, con algunas mejoras necesarias."
16309,más allá de las expectativas
16310,bien
16313,estancia agradable para !
16314,impresionante ubicación en una hermosa ciudad
16315,personal amable en una excelente ubicación.
16317,ubicación fantástica. Lástima que faltaba agua caliente.
16318,"Gran hotel, personal encantador y ubicación increíble."
16321,estancia muy agradable en excelente ubicación.
16322,estancia que admite perros en excelente ubicación.
16325,decepcionado con el engaño con respecto a la habitación reservada
16328,Disfruté de la ubicación de este hotel perfecta.
16330,ubicación perfecta con personal amable
16332,"excelente ubicación, personal amable, relación calidad-precio"
16333,"Excelente, volvería."
16334,Perfectamente ubicado y buena relación calidad-precio.
16335,"Excelente ubicación, cama cómoda, personal amable."
16336,excelente ubicación.
16340,encantador me alojaría de nuevo
16341,excelente ubicación central
16344,asombroso
16345,"Reserva fácil y rápida. estética fea. Bien situado, pero entorno ruidoso por la noche."
16349,"el hotel cumple su propósito. limpio, cómodo y céntrico"
16350,"personal amable, buena ubicación."
16352,hotel céntrico a buen precio
16353,¡Justo en el centro con mucha personalidad!
16354,muy buena ubicación.
16355,Hotel perfectamente ubicado en el centro de la ciudad de Valencia.
16356,En general fue agradable y volvería a ir.
16357,estancia perfecta en valencia
16358,escala en valencia
16359,Un gran momento con amigos en una ciudad encantadora.
16362,excelente ubicación céntrica.
16364,¡Quedamos muy satisfechos con el alojamiento!
16365,Fantástica ubicación y vista desde la terraza.
16366,Bonito lugar en una ubicación perfecta.
16369,Excelente ubicación para que los turistas vean Valencia.
16371,excelente zona para hospedarse
16372,gran valor en el corazón de valencia
16373,excelente
16374,Este hotel es perfecto si te vas a quedar sólo unas pocas noches en Valencia.
16376,"personal amable y servicial, excelente ubicación para hacer turismo"
16377,el hotel está en el centro de la ciudad
16380,BIEN
16383,excelente ubicación y personal
16384,BIEN
16386,yo
16388,gran experiencia
16389,BIEN
16393,precio razonable - buenas condiciones
16395,Segunda vez aquí y con mucho gusto me alojaría de nuevo.
16397,cómodo y buena ubicación
16399,Este hotel ofrece una experiencia mixta pero aún así es un buen momento.
16400,Una excelente opción de relación calidad-precio para el centro de Valencia.
16401,perfecto para una estancia de 4 días
16402,gran lugar en el corazón de valencia
16403,excelente ubicación hotel encantador me alojaría de nuevo
16404,en general bien
16405,excelente ubicación en un hotel histórico
16407,BIEN
16409,un fabuloso fin de semana en familia. Definitivamente me quedaría de nuevo
16410,"Básicamente, fue genial por el precio, la ubicación y la habitación."
16411,BIEN
16412,"Este es un hotel informal y sencillo en una ubicación perfecta, justo en el medio de toda la actividad."
16413,feliz
16417,centrico y comodo
16418,BIEN
16420,buen hotel en el centro de la ciudad
16421,Buen hotel en una ubicación privilegiada.
16423,buena eleccion
16424,Gran estancia en Valencia informal y vintage.
16425,genial por su valor!
16427,No hay aire acondicionado como se muestra en el sitio de reserva.
16430,BIEN
16431,BIEN
16432,"excelente ubicación, buena relación calidad-precio!"
16433,"buena ubicación, personal agradable."
16434,excelente ubicación
16435,bien
16436,muy recomendable! El miembro del personal fue muy amable y servicial.
16437,recomiendo.
16440,la vista es perfecta. la ubicación es perfecta.
16441,excelente ubicación
16443,Recomiendo encarecidamente el hotel como una gran opción para una escapada a la ciudad.
16444,buena estancia por el valor
16445,BIEN
16446,"Mi segunda estancia aquí, y cuarta en el grupo casual de Valencia. todos son buenos lugares para quedarse."
16447,muy agradable
16449,bonito hotel
16450,BIEN
16451,"Justo en el corazón de la acción, ¡pero es necesario reemplazar el aire acondicionado!"
16452,BIEN
16453,BIEN
16454,ubicación superior
16455,sobre todo bien
16456,es lindo
16457,"Pequeño y encantador hotel en una excelente ubicación, perfecto para una estancia corta en Valencia."
16458,"muy agradable, volvería a reservar"
16459,perfecto para nuestra estancia familiar.
16460,"Buen hotel, pequeño y céntrico."
16461,excelente ubicación con algunas peculiaridades
16463,excelente ubicación
16465,Hotel algo espartano en una ubicación espléndida.
16466,estancia agradable en una excelente ubicación
16467,no pagues por el desayuno
16468,Definitivamente consideraría hospedarme en este hotel cuando visite Valencia.
16469,Buena estancia pero se podrían hacer algunas mejoras.
16470,"en el corazón de valencia, personal realmente amable y servicial - desayuno con buena relación calidad-precio"
16471,relación calidad-precio excepcional.
16473,gran valor en una excelente ubicación
16475,Bonito hotel económico y bien situado en el centro de la ciudad.
16476,bien
16477,OK
16478,Una bonita experiencia de 2 días por Valencia y sus alrededores.
16479,"muy conveniente. Excelente ubicación, personal muy servicial."
16481,"excelente ubicación, personal súper amable"
16482,BIEN
16483,"la habitación era pequeña y no estaba insonorizada, la ubicación y el personal eran realmente buenos y agradables."
16485,buena experiencia
16486,Excelente ubicación y buena relación calidad-precio.
16487,Ubicación muy central y excelente relación calidad-precio.
16488,BIEN
16489,recomendado para unas vacaciones cortas
16490,Cumplió su trabajo. ubicado en el centro. todavía demasiado caro.
16491,"Perfectamente adecuado para unas vacaciones cortas en una ubicación excelente, el personal es realmente amable... habitaciones cansadas"
16492,la mejor estancia en españa
16493,bonito hotel en el centro
16494,lo mejor para los viajeros.
16495,la ubicación era genial.
16497,excelente ubicación.
16498,excelente ubicación. buen valor
16499,BIEN
16500,escapada urbana muy agradable
16505,"El hotel está en muy buena ubicación, el desayuno era bueno y el personal muy servicial."
16506,Hotel perfectamente ubicado con excelentes vistas y delicioso desayuno. excelente valor.
16507,Excelente ubicación para explorar una ciudad magnífica.
16510,estancia de una noche.
16511,BIEN
16514,reservar con ventanas exteriores
16515,muy bien
16516,Gran lugar para visitar y la ubicación del hotel en el centro de la ciudad es maravillosa.
16518,gran valor en la ciudad
16519,mejor ubicación en valencia!
16520,Precio justo en buena ubicación en Valencia.
16521,estancia muy agradable.
16522,Gran lugar a buen precio en muy buena ubicación.
16524,gran relación calidad-precio
16526,excelente ubicación
16527,el personal y la ubicación lo hacen bueno
16528,BIEN
16529,"Viaje increíble, más o menos lo que esperaba de manera realista. la ubicación del hotel y el personal agregado"
16532,Recomiendo este hotel
16533,Magnífica estancia en Valencia. ¡Sin duda volveremos!
16534,BIEN
16535,una propiedad bien ubicada con un personal increíblemente solidario
16536,hotel encantador y acogedor
16538,"Ubicación fabulosa, buen precio, personal muy agradable."
16539,alojamiento razonable en excelente ubicación
16540,¡la ubicación es perfecta!
16541,Ubicación increíble y ciertamente mejor que un 2 estrellas.
16543,"Excelente ubicación, habitación bien, desayuno bien."
16544,una buena opción para una estancia corta
16545,muy agradable
16546,BIEN
16549,la estancia estuvo bien
16550,buena ubicación central
16551,normal
16552,"muy agradable, personal encantador"
16553,excelente ubicación y desayuno
16556,"Gran lugar para pasar el fin de semana, con una excelente ubicación para todos los sitios principales. cerca de tiendas de alquiler de bicicletas para explorar t"
16557,Estancia limpia y cómoda en una buena ubicación con un personal amable y servicial.
16558,gran posición!
16561,BIEN
16562,"buena ubicación, precio aceptable."
16563,estancia agradable
16564,"excelente ubicación, excelentes cosas y camas cómodas; Con algunas renovaciones, esta bien podría ser la mejor opción."
16565,"Cambiaría de habitación la próxima vez, el primer piso estaba limpio pero olía mal y era ruidoso."
16566,"Si te quedas poco tiempo y priorizas el centro, buena opción."
16567,"Excelente ubicación, bonito hotel pequeño, recomendado."
16569,"Sobrevalorado, habitación mediocre, muy buena ubicación."
16570,excelente ubicación central
